Test Name,Realm,Group By,Statistic,Data Set Type,Aggregation Unit,MyISAM Total Time,MyISAM Start Transfer Time,InnoDB Total Time,InnoDB Start Transfer Time
Cloud/configuration/cloud_avg_wallduration_hours/timeseries-Quarter-cs,Cloud,configuration,cloud_avg_wallduration_hours,timeseries,Quarter,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/configuration/cloud_avg_wallduration_hours/timeseries-Quarter-pi,Cloud,configuration,cloud_avg_wallduration_hours,timeseries,Quarter,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/configuration/cloud_avg_wallduration_hours/timeseries-Quarter-public,Cloud,configuration,cloud_avg_wallduration_hours,timeseries,Quarter,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/configuration/cloud_avg_wallduration_hours/timeseries-Quarter-usr,Cloud,configuration,cloud_avg_wallduration_hours,timeseries,Quarter,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_avg_wallduration_hours/timeseries-Year-cd,Cloud,configuration,cloud_avg_wallduration_hours,timeseries,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_avg_wallduration_hours/timeseries-Year-cs,Cloud,configuration,cloud_avg_wallduration_hours,timeseries,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_avg_wallduration_hours/timeseries-Year-pi,Cloud,configuration,cloud_avg_wallduration_hours,timeseries,Year,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/configuration/cloud_avg_wallduration_hours/timeseries-Year-public,Cloud,configuration,cloud_avg_wallduration_hours,timeseries,Year,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/configuration/cloud_avg_wallduration_hours/timeseries-Year-usr,Cloud,configuration,cloud_avg_wallduration_hours,timeseries,Year,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_core_time/aggregate-Day-cd,Cloud,configuration,cloud_core_time,aggregate,Day,0.0008%,0.0008%,0.0012%,0.0012%
Cloud/configuration/cloud_core_time/aggregate-Day-cs,Cloud,configuration,cloud_core_time,aggregate,Day,0.0007%,0.0007%,0.0014%,0.0014%
Cloud/configuration/cloud_core_time/aggregate-Day-pi,Cloud,configuration,cloud_core_time,aggregate,Day,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_core_time/aggregate-Day-public,Cloud,configuration,cloud_core_time,aggregate,Day,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_core_time/aggregate-Day-usr,Cloud,configuration,cloud_core_time,aggregate,Day,0.0009%,0.0009%,0.0013%,0.0013%
Cloud/configuration/cloud_core_time/aggregate-Month-cd,Cloud,configuration,cloud_core_time,aggregate,Month,0.0007%,0.0007%,0.0012%,0.0012%
Cloud/configuration/cloud_core_time/aggregate-Month-cs,Cloud,configuration,cloud_core_time,aggregate,Month,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/configuration/cloud_core_time/aggregate-Month-pi,Cloud,configuration,cloud_core_time,aggregate,Month,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_core_time/aggregate-Month-public,Cloud,configuration,cloud_core_time,aggregate,Month,0.0007%,0.0007%,0.0012%,0.0012%
Cloud/configuration/cloud_core_time/aggregate-Month-usr,Cloud,configuration,cloud_core_time,aggregate,Month,0.0008%,0.0008%,0.0012%,0.0012%
Cloud/configuration/cloud_core_time/aggregate-Quarter-cd,Cloud,configuration,cloud_core_time,aggregate,Quarter,0.0007%,0.0007%,0.0012%,0.0012%
Cloud/configuration/cloud_core_time/aggregate-Quarter-cs,Cloud,configuration,cloud_core_time,aggregate,Quarter,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/configuration/cloud_core_time/aggregate-Quarter-pi,Cloud,configuration,cloud_core_time,aggregate,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_core_time/aggregate-Quarter-public,Cloud,configuration,cloud_core_time,aggregate,Quarter,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/configuration/cloud_core_time/aggregate-Quarter-usr,Cloud,configuration,cloud_core_time,aggregate,Quarter,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_core_time/aggregate-Year-cd,Cloud,configuration,cloud_core_time,aggregate,Year,0.0007%,0.0007%,0.0012%,0.0012%
Cloud/configuration/cloud_core_time/aggregate-Year-cs,Cloud,configuration,cloud_core_time,aggregate,Year,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/configuration/cloud_core_time/aggregate-Year-pi,Cloud,configuration,cloud_core_time,aggregate,Year,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/configuration/cloud_core_time/aggregate-Year-public,Cloud,configuration,cloud_core_time,aggregate,Year,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_core_time/aggregate-Year-usr,Cloud,configuration,cloud_core_time,aggregate,Year,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_core_time/timeseries-Day-cd,Cloud,configuration,cloud_core_time,timeseries,Day,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_core_time/timeseries-Day-cs,Cloud,configuration,cloud_core_time,timeseries,Day,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/configuration/cloud_core_time/timeseries-Day-pi,Cloud,configuration,cloud_core_time,timeseries,Day,0.0009%,0.0009%,0.0017%,0.0017%
Cloud/configuration/cloud_core_time/timeseries-Day-public,Cloud,configuration,cloud_core_time,timeseries,Day,0.0009%,0.0009%,0.0016%,0.0016%
Cloud/configuration/cloud_core_time/timeseries-Day-usr,Cloud,configuration,cloud_core_time,timeseries,Day,0.0009%,0.0009%,0.0016%,0.0016%
Cloud/configuration/cloud_core_time/timeseries-Month-cd,Cloud,configuration,cloud_core_time,timeseries,Month,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/configuration/cloud_core_time/timeseries-Month-cs,Cloud,configuration,cloud_core_time,timeseries,Month,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_core_time/timeseries-Month-pi,Cloud,configuration,cloud_core_time,timeseries,Month,0.0008%,0.0008%,0.0016%,0.0016%
Cloud/configuration/cloud_core_time/timeseries-Month-public,Cloud,configuration,cloud_core_time,timeseries,Month,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/configuration/cloud_core_time/timeseries-Month-usr,Cloud,configuration,cloud_core_time,timeseries,Month,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/configuration/cloud_core_time/timeseries-Quarter-cd,Cloud,configuration,cloud_core_time,timeseries,Quarter,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/configuration/cloud_core_time/timeseries-Quarter-cs,Cloud,configuration,cloud_core_time,timeseries,Quarter,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_core_time/timeseries-Quarter-pi,Cloud,configuration,cloud_core_time,timeseries,Quarter,0.0009%,0.0009%,0.0016%,0.0016%
Cloud/configuration/cloud_core_time/timeseries-Quarter-public,Cloud,configuration,cloud_core_time,timeseries,Quarter,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/configuration/cloud_core_time/timeseries-Quarter-usr,Cloud,configuration,cloud_core_time,timeseries,Quarter,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_core_time/timeseries-Year-cd,Cloud,configuration,cloud_core_time,timeseries,Year,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/configuration/cloud_core_time/timeseries-Year-cs,Cloud,configuration,cloud_core_time,timeseries,Year,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_core_time/timeseries-Year-pi,Cloud,configuration,cloud_core_time,timeseries,Year,0.001%,0.001%,0.0016%,0.0016%
Cloud/configuration/cloud_core_time/timeseries-Year-public,Cloud,configuration,cloud_core_time,timeseries,Year,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/configuration/cloud_core_time/timeseries-Year-usr,Cloud,configuration,cloud_core_time,timeseries,Year,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/configuration/cloud_core_utilization/aggregate-Day-cd,Cloud,configuration,cloud_core_utilization,aggregate,Day,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_core_utilization/aggregate-Day-cs,Cloud,configuration,cloud_core_utilization,aggregate,Day,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_core_utilization/aggregate-Day-pi,Cloud,configuration,cloud_core_utilization,aggregate,Day,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_core_utilization/aggregate-Day-public,Cloud,configuration,cloud_core_utilization,aggregate,Day,0.0009%,0.0009%,0.0013%,0.0013%
Cloud/configuration/cloud_core_utilization/aggregate-Day-usr,Cloud,configuration,cloud_core_utilization,aggregate,Day,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_core_utilization/aggregate-Month-cd,Cloud,configuration,cloud_core_utilization,aggregate,Month,0.0007%,0.0007%,0.0012%,0.0012%
Cloud/configuration/cloud_core_utilization/aggregate-Month-cs,Cloud,configuration,cloud_core_utilization,aggregate,Month,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/configuration/cloud_core_utilization/aggregate-Month-pi,Cloud,configuration,cloud_core_utilization,aggregate,Month,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/configuration/cloud_core_utilization/aggregate-Month-public,Cloud,configuration,cloud_core_utilization,aggregate,Month,0.0008%,0.0008%,0.0012%,0.0012%
Cloud/configuration/cloud_core_utilization/aggregate-Month-usr,Cloud,configuration,cloud_core_utilization,aggregate,Month,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_core_utilization/aggregate-Quarter-cd,Cloud,configuration,cloud_core_utilization,aggregate,Quarter,0.0007%,0.0007%,0.0012%,0.0012%
Cloud/configuration/cloud_core_utilization/aggregate-Quarter-cs,Cloud,configuration,cloud_core_utilization,aggregate,Quarter,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/configuration/cloud_core_utilization/aggregate-Quarter-pi,Cloud,configuration,cloud_core_utilization,aggregate,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_core_utilization/aggregate-Quarter-public,Cloud,configuration,cloud_core_utilization,aggregate,Quarter,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_core_utilization/aggregate-Quarter-usr,Cloud,configuration,cloud_core_utilization,aggregate,Quarter,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_core_utilization/aggregate-Year-cd,Cloud,configuration,cloud_core_utilization,aggregate,Year,0.0007%,0.0007%,0.0012%,0.0012%
Cloud/configuration/cloud_core_utilization/aggregate-Year-cs,Cloud,configuration,cloud_core_utilization,aggregate,Year,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/configuration/cloud_core_utilization/aggregate-Year-pi,Cloud,configuration,cloud_core_utilization,aggregate,Year,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_core_utilization/aggregate-Year-public,Cloud,configuration,cloud_core_utilization,aggregate,Year,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_core_utilization/aggregate-Year-usr,Cloud,configuration,cloud_core_utilization,aggregate,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_core_utilization/timeseries-Day-cd,Cloud,configuration,cloud_core_utilization,timeseries,Day,0.0011%,0.0011%,0.0019%,0.0019%
Cloud/configuration/cloud_core_utilization/timeseries-Day-cs,Cloud,configuration,cloud_core_utilization,timeseries,Day,0.0011%,0.0011%,0.0018%,0.0018%
Cloud/configuration/cloud_core_utilization/timeseries-Day-pi,Cloud,configuration,cloud_core_utilization,timeseries,Day,0.0012%,0.0012%,0.002%,0.002%
Cloud/configuration/cloud_core_utilization/timeseries-Day-public,Cloud,configuration,cloud_core_utilization,timeseries,Day,0.0009%,0.0009%,0.0017%,0.0017%
Cloud/configuration/cloud_core_utilization/timeseries-Day-usr,Cloud,configuration,cloud_core_utilization,timeseries,Day,0.0012%,0.0012%,0.0019%,0.0019%
Cloud/configuration/cloud_core_utilization/timeseries-Month-cd,Cloud,configuration,cloud_core_utilization,timeseries,Month,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_core_utilization/timeseries-Month-cs,Cloud,configuration,cloud_core_utilization,timeseries,Month,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_core_utilization/timeseries-Month-pi,Cloud,configuration,cloud_core_utilization,timeseries,Month,0.0009%,0.0009%,0.0016%,0.0016%
Cloud/configuration/cloud_core_utilization/timeseries-Month-public,Cloud,configuration,cloud_core_utilization,timeseries,Month,0.001%,0.001%,0.0018%,0.0018%
Cloud/configuration/cloud_core_utilization/timeseries-Month-usr,Cloud,configuration,cloud_core_utilization,timeseries,Month,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_core_utilization/timeseries-Quarter-cd,Cloud,configuration,cloud_core_utilization,timeseries,Quarter,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/configuration/cloud_core_utilization/timeseries-Quarter-cs,Cloud,configuration,cloud_core_utilization,timeseries,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_core_utilization/timeseries-Quarter-pi,Cloud,configuration,cloud_core_utilization,timeseries,Quarter,0.0009%,0.0009%,0.0016%,0.0016%
Cloud/configuration/cloud_core_utilization/timeseries-Quarter-public,Cloud,configuration,cloud_core_utilization,timeseries,Quarter,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_core_utilization/timeseries-Quarter-usr,Cloud,configuration,cloud_core_utilization,timeseries,Quarter,0.0009%,0.0009%,0.0016%,0.0016%
Cloud/configuration/cloud_core_utilization/timeseries-Year-cd,Cloud,configuration,cloud_core_utilization,timeseries,Year,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/configuration/cloud_core_utilization/timeseries-Year-cs,Cloud,configuration,cloud_core_utilization,timeseries,Year,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/configuration/cloud_core_utilization/timeseries-Year-pi,Cloud,configuration,cloud_core_utilization,timeseries,Year,0.0009%,0.0009%,0.0017%,0.0017%
Cloud/configuration/cloud_core_utilization/timeseries-Year-public,Cloud,configuration,cloud_core_utilization,timeseries,Year,0.0009%,0.0009%,0.0016%,0.0016%
Cloud/configuration/cloud_core_utilization/timeseries-Year-usr,Cloud,configuration,cloud_core_utilization,timeseries,Year,0.0009%,0.0009%,0.0016%,0.0016%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Day-cd,Cloud,configuration,cloud_num_sessions_ended,aggregate,Day,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Day-cs,Cloud,configuration,cloud_num_sessions_ended,aggregate,Day,0.0009%,0.0009%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Day-pi,Cloud,configuration,cloud_num_sessions_ended,aggregate,Day,0.001%,0.001%,0.0014%,0.0014%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Day-public,Cloud,configuration,cloud_num_sessions_ended,aggregate,Day,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Day-usr,Cloud,configuration,cloud_num_sessions_ended,aggregate,Day,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Month-cd,Cloud,configuration,cloud_num_sessions_ended,aggregate,Month,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Month-cs,Cloud,configuration,cloud_num_sessions_ended,aggregate,Month,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Month-pi,Cloud,configuration,cloud_num_sessions_ended,aggregate,Month,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Month-public,Cloud,configuration,cloud_num_sessions_ended,aggregate,Month,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Month-usr,Cloud,configuration,cloud_num_sessions_ended,aggregate,Month,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Quarter-cd,Cloud,configuration,cloud_num_sessions_ended,aggregate,Quarter,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Quarter-cs,Cloud,configuration,cloud_num_sessions_ended,aggregate,Quarter,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Quarter-pi,Cloud,configuration,cloud_num_sessions_ended,aggregate,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Quarter-public,Cloud,configuration,cloud_num_sessions_ended,aggregate,Quarter,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Quarter-usr,Cloud,configuration,cloud_num_sessions_ended,aggregate,Quarter,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Year-cd,Cloud,configuration,cloud_num_sessions_ended,aggregate,Year,0.0007%,0.0007%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Year-cs,Cloud,configuration,cloud_num_sessions_ended,aggregate,Year,0.0007%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Year-pi,Cloud,configuration,cloud_num_sessions_ended,aggregate,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Year-public,Cloud,configuration,cloud_num_sessions_ended,aggregate,Year,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_ended/aggregate-Year-usr,Cloud,configuration,cloud_num_sessions_ended,aggregate,Year,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Day-cd,Cloud,configuration,cloud_num_sessions_ended,timeseries,Day,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Day-cs,Cloud,configuration,cloud_num_sessions_ended,timeseries,Day,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Day-pi,Cloud,configuration,cloud_num_sessions_ended,timeseries,Day,0.001%,0.001%,0.0016%,0.0016%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Day-public,Cloud,configuration,cloud_num_sessions_ended,timeseries,Day,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Day-usr,Cloud,configuration,cloud_num_sessions_ended,timeseries,Day,0.001%,0.001%,0.0016%,0.0016%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Month-cd,Cloud,configuration,cloud_num_sessions_ended,timeseries,Month,0.0008%,0.0008%,0.0015%,0.0015%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Month-cs,Cloud,configuration,cloud_num_sessions_ended,timeseries,Month,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Month-pi,Cloud,configuration,cloud_num_sessions_ended,timeseries,Month,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Month-public,Cloud,configuration,cloud_num_sessions_ended,timeseries,Month,0.0009%,0.0009%,0.0014%,0.0014%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Month-usr,Cloud,configuration,cloud_num_sessions_ended,timeseries,Month,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Quarter-cd,Cloud,configuration,cloud_num_sessions_ended,timeseries,Quarter,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Quarter-cs,Cloud,configuration,cloud_num_sessions_ended,timeseries,Quarter,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Quarter-pi,Cloud,configuration,cloud_num_sessions_ended,timeseries,Quarter,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Quarter-public,Cloud,configuration,cloud_num_sessions_ended,timeseries,Quarter,0.0008%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Quarter-usr,Cloud,configuration,cloud_num_sessions_ended,timeseries,Quarter,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Year-cd,Cloud,configuration,cloud_num_sessions_ended,timeseries,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Year-cs,Cloud,configuration,cloud_num_sessions_ended,timeseries,Year,0.0008%,0.0008%,0.0014%,0.0014%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Year-pi,Cloud,configuration,cloud_num_sessions_ended,timeseries,Year,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Year-public,Cloud,configuration,cloud_num_sessions_ended,timeseries,Year,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_num_sessions_ended/timeseries-Year-usr,Cloud,configuration,cloud_num_sessions_ended,timeseries,Year,0.0009%,0.0009%,0.0015%,0.0015%
Cloud/configuration/cloud_num_sessions_running/aggregate-Day-cd,Cloud,configuration,cloud_num_sessions_running,aggregate,Day,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_running/aggregate-Day-cs,Cloud,configuration,cloud_num_sessions_running,aggregate,Day,0.0008%,0.0008%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_running/aggregate-Day-pi,Cloud,configuration,cloud_num_sessions_running,aggregate,Day,0.0009%,0.0009%,0.0013%,0.0013%
Cloud/configuration/cloud_num_sessions_running/aggregate-Day-public,Cloud,configuration,cloud_num_sessions_running,aggregate,Day,0.0008%,0.0008%,0.0013%,0.0013%
